language_pair,count,acc_mean,acc_std,acc_norm_mean,acc_norm_std
uz_to_el,45,0.1778,0.3866,0.3778,0.4903
uz_to_en,45,0.4222,0.4995,0.5111,0.5055
uz_to_es,45,0.4,0.4954,0.3778,0.4903
uz_to_et,45,0.3778,0.4903,0.2889,0.4584
uz_to_fa,45,0.3111,0.4682,0.3333,0.4767
uz_to_fi,45,0.3111,0.4682,0.3111,0.4682
uz_to_fr,45,0.4889,0.5055,0.4444,0.5025
uz_to_ga,45,0.2667,0.4472,0.3111,0.4682
uz_to_he,45,0.3333,0.4767,0.3333,0.4767
uz_to_hi,45,0.5111,0.5055,0.3333,0.4767
uz_to_hr,45,0.3556,0.4841,0.3111,0.4682
uz_to_hu,45,0.3778,0.4903,0.3333,0.4767
uz_to_id,45,0.4222,0.4995,0.4889,0.5055
uz_to_is,45,0.2444,0.4346,0.2667,0.4472
uz_to_it,45,0.4667,0.5045,0.4667,0.5045
uz_to_ja,45,0.3333,0.4767,0.2889,0.4584
uz_to_ka,45,0.3778,0.4903,0.3778,0.4903
uz_to_ko,45,0.5556,0.5025,0.3333,0.4767
uz_to_lt,45,0.2889,0.4584,0.4222,0.4995
uz_to_lv,45,0.2889,0.4584,0.3333,0.4767
uz_to_ms,45,0.4667,0.5045,0.4,0.4954
uz_to_mt,45,0.3333,0.4767,0.2667,0.4472
uz_to_nl,45,0.3333,0.4767,0.4222,0.4995
uz_to_no,45,0.5111,0.5055,0.4,0.4954
uz_to_pl,45,0.2889,0.4584,0.4667,0.5045
uz_to_pt,45,0.4444,0.5025,0.3333,0.4767
uz_to_ro,45,0.5111,0.5055,0.4,0.4954
uz_to_ru,45,0.4444,0.5025,0.3333,0.4767
uz_to_sk,45,0.4444,0.5025,0.3556,0.4841
uz_to_sl,45,0.2667,0.4472,0.2667,0.4472
uz_to_sr,45,0.2444,0.4346,0.3778,0.4903
uz_to_sv,45,0.2667,0.4472,0.4444,0.5025
uz_to_sw,45,0.3111,0.4682,0.2889,0.4584
uz_to_ta,45,0.3778,0.4903,0.4667,0.5045
uz_to_th,45,0.4222,0.4995,0.3778,0.4903
uz_to_tl,45,0.3333,0.4767,0.3778,0.4903
uz_to_tr,45,0.4,0.4954,0.3111,0.4682
uz_to_uk,45,0.4222,0.4995,0.3556,0.4841
uz_to_vi,45,0.2444,0.4346,0.3556,0.4841
uz_to_zh,45,0.5111,0.5055,0.4222,0.4995
vi_to_am,45,0.2444,0.4346,0.1111,0.3178
vi_to_ar,45,0.3333,0.4767,0.2889,0.4584
vi_to_bg,45,0.3333,0.4767,0.3556,0.4841
vi_to_bn,45,0.2667,0.4472,0.3556,0.4841
vi_to_bs,45,0.4,0.4954,0.4,0.4954
vi_to_cs,45,0.4,0.4954,0.4,0.4954
vi_to_cy,45,0.3111,0.4682,0.2444,0.4346
vi_to_da,45,0.5333,0.5045,0.5111,0.5055
vi_to_de,45,0.4,0.4954,0.2444,0.4346
vi_to_el,45,0.5556,0.5025,0.4,0.4954
vi_to_en,45,0.4,0.4954,0.4222,0.4995
vi_to_es,45,0.4222,0.4995,0.4667,0.5045
vi_to_et,45,0.3556,0.4841,0.2889,0.4584
vi_to_fa,45,0.3111,0.4682,0.2889,0.4584
vi_to_fi,45,0.2889,0.4584,0.2889,0.4584
vi_to_fr,45,0.5333,0.5045,0.5778,0.4995
vi_to_ga,45,0.3111,0.4682,0.1556,0.3665
vi_to_he,45,0.3333,0.4767,0.3333,0.4767
vi_to_hi,45,0.2222,0.4204,0.4,0.4954
vi_to_hr,45,0.4667,0.5045,0.4444,0.5025
vi_to_hu,45,0.3556,0.4841,0.2667,0.4472
vi_to_id,45,0.4222,0.4995,0.4,0.4954
vi_to_is,45,0.2444,0.4346,0.2889,0.4584
vi_to_it,45,0.5556,0.5025,0.4889,0.5055
vi_to_ja,45,0.4667,0.5045,0.3556,0.4841
vi_to_ka,45,0.3333,0.4767,0.2889,0.4584
vi_to_ko,45,0.2667,0.4472,0.3556,0.4841
vi_to_lt,45,0.3556,0.4841,0.3111,0.4682
vi_to_lv,45,0.4222,0.4995,0.3111,0.4682
vi_to_ms,45,0.4,0.4954,0.3556,0.4841
vi_to_mt,45,0.2222,0.4204,0.2,0.4045
vi_to_nl,45,0.4222,0.4995,0.2889,0.4584
vi_to_no,45,0.4222,0.4995,0.3333,0.4767
vi_to_pl,45,0.4444,0.5025,0.4222,0.4995
vi_to_pt,45,0.4889,0.5055,0.4222,0.4995
vi_to_ro,45,0.4667,0.5045,0.3333,0.4767
vi_to_ru,45,0.4,0.4954,0.3333,0.4767
vi_to_sk,45,0.3778,0.4903,0.3778,0.4903
vi_to_sl,45,0.3556,0.4841,0.2,0.4045
vi_to_sr,45,0.3333,0.4767,0.3778,0.4903
vi_to_sv,45,0.3778,0.4903,0.4,0.4954
vi_to_sw,45,0.2,0.4045,0.2,0.4045
vi_to_ta,45,0.4,0.4954,0.4222,0.4995
vi_to_th,45,0.3333,0.4767,0.4667,0.5045
vi_to_tl,45,0.4444,0.5025,0.3556,0.4841
vi_to_tr,45,0.4667,0.5045,0.3556,0.4841
vi_to_uk,45,0.5778,0.4995,0.3556,0.4841
vi_to_uz,45,0.4222,0.4995,0.3111,0.4682
vi_to_zh,45,0.4667,0.5045,0.5111,0.5055
zh_to_am,45,0.4667,0.5045,0.2,0.4045
zh_to_ar,45,0.3778,0.4903,0.4222,0.4995
zh_to_bg,45,0.4,0.4954,0.3778,0.4903
zh_to_bn,45,0.3333,0.4767,0.3556,0.4841
zh_to_bs,45,0.4,0.4954,0.2444,0.4346
zh_to_cs,45,0.4444,0.5025,0.3556,0.4841
zh_to_cy,45,0.4222,0.4995,0.4,0.4954
zh_to_da,45,0.4667,0.5045,0.5333,0.5045
zh_to_de,45,0.4889,0.5055,0.5111,0.5055
zh_to_el,45,0.2889,0.4584,0.4444,0.5025
zh_to_en,45,0.6889,0.4682,0.6,0.4954
zh_to_es,45,0.4667,0.5045,0.4667,0.5045
zh_to_et,45,0.2222,0.4204,0.3333,0.4767
zh_to_fa,45,0.4,0.4954,0.4889,0.5055
zh_to_fi,45,0.4,0.4954,0.3333,0.4767
zh_to_fr,45,0.4222,0.4995,0.4667,0.5045
zh_to_ga,45,0.4222,0.4995,0.3556,0.4841
zh_to_he,45,0.4444,0.5025,0.3111,0.4682
zh_to_hi,45,0.5111,0.5055,0.4667,0.5045
zh_to_hr,45,0.4667,0.5045,0.3556,0.4841
zh_to_hu,45,0.2667,0.4472,0.2889,0.4584
zh_to_id,45,0.4222,0.4995,0.5111,0.5055
zh_to_is,45,0.2222,0.4204,0.4444,0.5025
zh_to_it,45,0.5111,0.5055,0.6222,0.4903
zh_to_ja,45,0.5111,0.5055,0.3556,0.4841
zh_to_ka,45,0.2889,0.4584,0.3556,0.4841
zh_to_ko,45,0.4667,0.5045,0.3778,0.4903
zh_to_lt,45,0.3778,0.4903,0.2889,0.4584
zh_to_lv,45,0.3333,0.4767,0.3111,0.4682
zh_to_ms,45,0.4,0.4954,0.3556,0.4841
zh_to_mt,45,0.3111,0.4682,0.4222,0.4995
zh_to_nl,45,0.3778,0.4903,0.4,0.4954
zh_to_no,45,0.4,0.4954,0.4222,0.4995
zh_to_pl,45,0.4667,0.5045,0.4889,0.5055
zh_to_pt,45,0.5333,0.5045,0.4667,0.5045
zh_to_ro,45,0.4444,0.5025,0.3778,0.4903
zh_to_ru,45,0.4222,0.4995,0.5333,0.5045
zh_to_sk,45,0.5333,0.5045,0.2444,0.4346
zh_to_sl,45,0.3778,0.4903,0.5111,0.5055
zh_to_sr,45,0.4222,0.4995,0.3333,0.4767
zh_to_sv,45,0.4444,0.5025,0.4222,0.4995
zh_to_sw,45,0.3556,0.4841,0.2667,0.4472
zh_to_ta,45,0.4444,0.5025,0.4667,0.5045
zh_to_th,45,0.4889,0.5055,0.4222,0.4995
zh_to_tl,45,0.5111,0.5055,0.5333,0.5045
zh_to_tr,45,0.4444,0.5025,0.3333,0.4767
zh_to_uk,45,0.4222,0.4995,0.3778,0.4903
zh_to_uz,45,0.4,0.4954,0.2444,0.4346
zh_to_vi,45,0.2444,0.4346,0.3556,0.4841
